Country,Rating,Date,Version,Username,Title,Content,Combined,Sentiment
US,5,2025-01-02,1.0.9,𝒍𝒂𝒖𝒓𝒂𝒄𝒓𝒚𝒔𝒕𝒊𝒍𝒆1 ♕,Help,I can’t stop playing this game💀😥,HelpI can’t stop playing this game💀😥,Negative
US,3,2025-01-02,1.0.9,yeetfeet420,RNG Based Card Game,Most of the ex’s attacks are chance based as in if yu flip a coin and get heads yu either do damage or yu get tails and do nothing. i cant count how many times i’ve lost a battle trying to use a new or special version of a card and it gets dunked on by a normal one 😂 what’s the point in a ex if it’s jus luck based attacks ? game need to be more in depth if it’s gonna have coin flipping… at least play it like the original card game ? 🤷‍♂️,RNG Based Card GameMost of the ex’s attacks are chance based as in if yu flip a coin and get heads yu either do damage or yu get tails and do nothing. i cant count how many times i’ve lost a battle trying to use a new or special version of a card and it gets dunked on by a normal one 😂 what’s the point in a ex if it’s jus luck based attacks ? game need to be more in depth if it’s gonna have coin flipping… at least play it like the original card game ? 🤷‍♂️,Negative
US,2,2025-01-02,1.0.9,JustAGamerWithRage,Too luck based,"I get it. Its pokemon, its luck based but jeez cant do a single thing with any form of skill/grind without insane luck. Pulls, luck. Drawing during combat, luck. Fighting, luck. Wonderpicks, luck. You wait forever to have any glasses/materials all for luck to blow it away. Feels like a money scam that want you to have a subscription and micro-transactions just to test your luck a little more. Pokemon gamblers edition.","Too luck basedI get it. Its pokemon, its luck based but jeez cant do a single thing with any form of skill/grind without insane luck. Pulls, luck. Drawing during combat, luck. Fighting, luck. Wonderpicks, luck. You wait forever to have any glasses/materials all for luck to blow it away. Feels like a money scam that want you to have a subscription and micro-transactions just to test your luck a little more. Pokemon gamblers edition.",Negative
US,5,2025-01-02,1.0.9,Nixadon,Try For Free,Free-to-play community is currently thriving.,Try For FreeFree-to-play community is currently thriving.,Positive
US,5,2025-01-02,1.0.9,🩷 Lucas 🩷,Please,I want an update so I can trade cards,PleaseI want an update so I can trade cards,Neutral
US,1,2025-01-02,1.0.9,Melanco11,Good if you pay for it,Get ready for a rigged system is your free to play. You’ll be getting nothing but tails and unwanted hands. If you’re paying you’re thriving.,Good if you pay for itGet ready for a rigged system is your free to play. You’ll be getting nothing but tails and unwanted hands. If you’re paying you’re thriving.,Negative
US,4,2025-01-02,1.0.9,✨keefekeefekeefe✨,Amazing app but pls fix,"This game is SOOOOO MUCH FUN and I love it so much (maybe more than Pokémon go) but don’t tell Pokémon go that… 
Anyway, it’s amazing and they keep adding updates and it’s just getting butter and they’re gonna add a trading option which is a perfect addition to this game. I would say 5 stars but when I opened the app today it wouldn’t load and it kept trying and then returning to the title screen and it took a while and then it loaded. 

I launched the app later that day and it kept saying stuff like loading error and all that so it finally loaded but I would appreciate if that could be fixed because it got kinda annoying. That is the first time it’s done anything like that for me.","Amazing app but pls fixThis game is SOOOOO MUCH FUN and I love it so much (maybe more than Pokémon go) but don’t tell Pokémon go that… 
Anyway, it’s amazing and they keep adding updates and it’s just getting butter and they’re gonna add a trading option which is a perfect addition to this game. I would say 5 stars but when I opened the app today it wouldn’t load and it kept trying and then returning to the title screen and it took a while and then it loaded. 

I launched the app later that day and it kept saying stuff like loading error and all that so it finally loaded but I would appreciate if that could be fixed because it got kinda annoying. That is the first time it’s done anything like that for me.",Positive
US,5,2025-01-02,1.0.9,A Pokémon podcast,Pocket is great,I joined first day and I loved it is in short terms perfect.,Pocket is greatI joined first day and I loved it is in short terms perfect.,Positive
US,5,2025-01-02,1.0.9,Ghastly Ghostie,Super fun game!!,It even got me into the physical card game. It’s easy to get into and it’s fun to play (if you want to look at it as almost like a puzzle game concerning the battles). Glad I started playing it!,Super fun game!!It even got me into the physical card game. It’s easy to get into and it’s fun to play (if you want to look at it as almost like a puzzle game concerning the battles). Glad I started playing it!,Positive
US,3,2025-01-02,1.0.9,Eat my undys,WHY IS CUBONE WEARING CHARIZARD SKULL!!!,CUBONE WEARING CHARIZARD SKULL IS CREEPY!!!,WHY IS CUBONE WEARING CHARIZARD SKULL!!!CUBONE WEARING CHARIZARD SKULL IS CREEPY!!!,Positive
US,5,2025-01-02,1.0.9,Ticoooo323,Bug,The game is amazing i have been playing since 2024 but I have cross through a problem every time I fight in game it says pikachu the one I got for new years has won the game he doesn’t even fight and he stills gets that my username is TICOOOO32 and my support code for the game is x6pBTLG6ta,BugThe game is amazing i have been playing since 2024 but I have cross through a problem every time I fight in game it says pikachu the one I got for new years has won the game he doesn’t even fight and he stills gets that my username is TICOOOO32 and my support code for the game is x6pBTLG6ta,Positive
